abandon v.放弃
loyalty n.忠诚;忠心
lubricate v.润滑;涂油
lubrication n.润滑;润滑油
lump n.块;肿块 v.形成块
lunch n.午餐;午饭
lung n.肺;肺部
machine n.机器;机械
machinery n.机械;机器
mad adj.发疯的;狂热的
madame n.夫人;女士
mademoiselle n.女士;小姐（法语）
magazine n.杂志;期刊
magic n.魔法;巫术
magistrate n.地方官;法官
magnet n.磁铁;磁体
magnetic adj.磁的;有吸引力的
magnificent adj.壮丽的;宏伟的
magnitude n.重要性;大小
maid n.女仆;少女
mail n.邮件 v.邮寄
main adj.主要的 adv.主要地
mainland n.大陆;本土
maintain v.维持;维修
maintenance n.维护;保持
major adj.较大的 n.专业 v.专修
majority n.多数;大多数
make v.制造;使得
male adj.男性的 n.男性
male nurse 男护士
malfunction n.故障;障碍
malice n.恶意;蓄意
malicious adj.恶意的;恶毒的
mammal n.哺乳动物
man n.人;男人
manage v.管理;设法
management n.管理;经营
manager n.经理;管理者
managing adj.管理的;经营的
manipulate v.操纵;操作
manipulation n.操纵;操作
mankind n.人类
manner n.方式;礼貌
manual adj.手的 n.手册
manufacture v./n.制造;加工
manufacturer n.制造商;制造厂
many adj.许多的 pron.许多
map n.地图;图
marble n.大理石;弹珠
march n.行进 v.行进
margin n.边缘;利润
marginal adj.边缘的;微小的
marine adj.海的;海生的
mariner n.海员;水手
marital adj.婚姻的;夫妻的
maritime adj.海的;海事的
mark n.标记 v.标记
marked adj.显著的;有记号的
market n.市场;行情 v.销售
marriage n.婚姻;结婚
married adj.已婚的;婚姻的
marrow n.骨髓;精髓
marry v.结婚;娶
mask n.面具;口罩 v.掩饰
mass n.团;群众 adj.大量的
massive adj.大规模的;巨大的
master n.主人;硕士 v.掌握
masterpiece n.杰作;名著
mat n.垫子;垫物
match n.比赛 v.相配
mate n.伙伴;配偶 v.配对
material n.材料 adj.物质的
mathematical adj.数学的;精确的
mathematics n.数学;数学运算
matter n.事情;物质 v.要紧
mature adj.成熟的 v.成熟
maximum adj.最高的 n.最大值
may modal v.可以;可能
maybe adv.可能;大概
mayor n.市长
me pron.我
meal n.餐;膳食
mean v.意味着 adj.吝啬的
meaning n.意义;含义
means n.方法;手段
meantime n.其间;同时
meanwhile adv.同时;其间
measure n.测量 v.测量
measurement n.测量;尺寸
meat n.肉;肌肉
mechanic n.技工;机械
mechanical adj.机械的;力学的
mechanism n.机械装置;机制
medal n.奖章;勋章
medical adj.医学的;医疗的
medication n.药物;药物治疗
medicine n.药;医学
medieval adj.中古的;中古时代的
mediocre adj.平庸的;普通的
meditate v.冥想;沉思
meditation n.冥想;沉思
medium n.媒体 adj.中等的
meet v.遇见;满足
meeting n.会议;会面
melancholy n.忧郁;悲哀
melody n.旋律;曲调
melon n.瓜;甜瓜
melt v.融化;熔化
member n.成员;会员
membership n.会员身份;会员资格
membrane n.膜;薄膜
memo n.备忘录;便签
memorise v.记忆;记住
memory n.记忆;记忆力
menace n.威胁 v.威胁
mend v.修理;缝补
mental adj.精神的;脑力的
mention v.提及;说起
menu n.菜单;菜谱
merchandise n.商品;货物
merchant n.商人;零售商
merciful adj.仁慈的;宽大的
mercy n.仁慈;宽恕
merge v.合并;融合
merger n.合并;并购
merit n.优点;价值
meritorious adj.有功的;值得赞赏的
merry adj.欢乐的;愉快的
mess n.混乱;困境
message n.消息;信息
messenger n.使者;信使
metal n.金属;金属制品
meteorology n.气象学;气象
meter n.米;计量器
method n.方法;条理
methodology n.方法论;方法学
meticulous adj.细心的;小心翼翼的
metric adj.公制的;米制的
microbiology n.微生物学
microscope n.显微镜
microscopic adj.显微镜的;微观的
mid adj.中间的 adv.在中间
midday n.中午;正午
middle n.中间 adj.中间的
midnight n.午夜;子夜
midst n.在中间;当中
might modal v.可以;可能
mighty adj.强的;有力的
mild adj.温和的;轻微的
mile n.英里
military adj.军事的;军用的
milk n.牛奶 v.挤奶
mill n.磨坊;工厂
millennium n.千年;千禧年
million num.百万
millionaire n.百万富翁
mind n.思想 v.介意
mine pron.我的 n.矿
mineral n.矿物 adj.矿物的
mingle v.混合;交往
miniature adj.微型的 n.缩影
minimize v.最小化;贬低
minimum adj.最小的 n.最小值
minister n.部长;牧师
ministry n.部门;部长职位
mineral n.矿物;矿石
mink n.貂;貂皮
minor adj.较小的;次要的
minority n.少数;少数民族
minus adj.负的 prep.减去
minute n.分钟;瞬间 adj.微小的
miracle n.奇迹;非凡的事
mirror n.镜子;反映
mischief n.恶作剧;伤害
miserable adj.痛苦的;悲惨的
misery n.痛苦;悲惨
mislead v.误导;带错
miss v.想念;错过
missile n.导弹;火箭
missing adj.失踪的;缺少的
mission n.使命;任务
missionary adj.传教的 n.传教士
mist n.雾;薄雾
mistake n.错误 v.弄错
mistaken adj.错误的;弄错的
misunderstand v.误解;误会
misunderstanding n.误解;误会
mix v.混合;混淆
mixed adj.混合的;杂种的
mixture n.混合;混合物
moan n.呻吟声 v.呻吟
mobile adj.可移动的 n.移动电话
mobility n.可动性;流动性
mock adj.仿制的;模拟的
mode n.方式;模式
model n.模型;典型 v.模拟
moderate adj.温和的 v.节制
modern adj.现代的;新式的
modest adj.谦虚的;适度的
modify v.修改;改变
module n.模块;模数
moist adj.潮湿的;湿润的
moisture n.潮湿;湿气
mold n.模具;霉菌 v.形成
molecule n.分子
molecular adj.分子的
molecule n.分子
molten adj.熔化的;熔融的
moment n.时刻;瞬间
momentous adj.重大的;重要的
momentum n.势头;动量
monarch n.君主;帝王
monetary adj.货币的
money n.钱;货币
monitor n.监视器 v.监视
monk n.修道士;僧侣
monkey n.猴子
monopoly n.垄断;专利权
monotonous adj.单调的;无变化的
monster n.怪物;巨兽
monthly adj.每月的 adv.每月
monument n.纪念碑;古迹
mood n.心情;情绪
moon n.月亮;月光
moral adj.道德的 n.道德
morale n.士气;斗志
morality n.道德;德行
more adj.更多的 adv.更多地
moreover adv.而且;此外
morning n.早晨;上午
mortal adj.终有一死的;致命的
mortgage n.抵押 v.抵押
mosquito n.蚊子
most adj.大部分的 adv.最
mostly adv.大部分;主要地
motel n.汽车旅馆
mother n.母亲;妈妈
motion n.运动;动作
motivate v.激励;激发
motivation n.动机;激励
motive n.动机;目的
motor n.发动机;汽车
mould n.模具;土霉菌 v.塑造
mount n.坐骑 v.爬上;安装
mountain n.山;山脉
mountainous adj.多山的;巨大的
mourn v.哀悼;忧伤
mourning n.哀悼;悲伤
mouse n.老鼠;鼠标
mouth n.口;嘴巴
move v.移动;搬家
movement n.移动;运动
movie n.电影;影片
much adj.许多的 adv.非常
mud n.泥;泥浆
muddy adj.泥泞的 v.使泥泞
mug n.大杯;咖啡杯
multiple adj.多重的;多样的
multiply v.乘;繁殖
mum n.妈妈;沉默
mumble v.喃喃而语;口齿不清地说
mummy n.木乃伊;干瘪的尸体
murder n.谋杀 v.谋杀
murderer n.凶手;谋杀犯
murmur v.低语;低声抱怨 n.低语
muscle n.肌肉;力量
muscular adj.肌肉的;强健的
museum n.博物馆;展览馆
mushroom n.蘑菇;伞菌
music n.音乐;乐曲
musical adj.音乐的;和谐的
musician n.音乐家;作曲家
must modal v.必须;一定
mutual adj.相互的;共同的
mutter v.轻声低语;抱怨
my pron.我的
myself pron.我自己
mystery n.神秘;神秘的事物
mystical adj.神秘的;难以理解的
myth n.神话;虚构的故事
nail n.钉子;指甲 v.钉
naive adj.天真的;纯朴的
naked adj.裸体的;无遮盖的
name n.名字;名称 v.命名
naming n.命名
nap n.小睡;打盹
napkin n.餐巾;尿布
narrative n.叙述;故事
narrow adj.狭窄的 v.变窄
nasty adj.肮脏的;下流的
nation n.国家;民族
national adj.国家的;民族的
nationality n.国籍;民族
native adj.本土的 n.本地人
natural adj.自然的;天生的
nature n.自然;本性
naval adj.海军的;军舰的
navigation n.航行;航海
navigator n.航海家;领航员
navy n.海军;舰队
near adj.近的 adv.近地 prep.靠近
nearby adj.附近的 adv.在附近
nearly adv.几乎;将近
neat adj.整洁的;灵巧的
necessary adj.必要的;必然的
necessitate v.使成为必要
necessity n.必要性;需要
neck n.颈;脖子
necklace n.项链;项圈
need n.需要 v.需要
needle n.针;指针
needless adj.不必要的;无用的
needy adj.贫穷的;贫困的
neglect v.忽视;忽略 n.疏忽
negligible adj.可以忽略的;微不足道的
negotiate v.谈判;商议
negotiation n.谈判;协商
negro n.黑人 adj.黑色的
neighbor n.邻居;邻国
neighborhood n.邻区;邻近
neither adj.两者都不的 conj.两者都不
nephew n.侄子;外甥
nerve n.神经;勇气
nervous adj.神经的;紧张的
nest n.巢;窝 v.筑巢
net adj.净的 n.网
network n.网络;网状物
neutral adj.中立的;中性的
never adv.从不;永不
nevertheless adv.然而;尽管如此
new adj.新的;新鲜的
newly adv.最近;新近
news n.新闻;消息
newspaper n.报纸
next adj.最近的;接下来的
nice adj.令人愉快的;好的
niche n.壁龛;合适的职业
nickel n.镍;五分硬币
nickname n.绰号;浑名
night n.夜;夜间
nightmare n.恶梦;可怕的事情
nil n.无;零
no adv.不 adj.没有的
noble adj.高贵的;贵族的 n.贵族
nobody pron.没有人 n.小人物
nod v.点头;打盹
noise n.噪音;喧闹声
noisy adj.嘈杂的;喧闹的
nominal adj.名义上的;有名无实的
nominate v.提名;推荐
nomination n.提名;任命
nonexistent adj.不存在的;非现存的
nonsense n.胡说;废话
noodle n.面条;笨蛋
normal adj.正常的;标准的
normally adv.正常地;通常地
north n.北方 adj.北的
northeast n.东北 adv.在东北
northwest n.西北 adv.在西北
nose n.鼻子;嗅觉 v.嗅
not adv.不
note n.笔记;便条 v.记下
notebook n.笔记本;练习簿
nothing n.无;没有什么
notice n.通知;注意 v.注意
notification n.通知;通告
notify v.通知;告知
notion n.概念;意图
notorious adj.臭名昭著的;著名的
notwithstanding prep./adv.尽管;不论
noun n.名词;名字
novel adj.新奇的 n.小说
novelist n.小说家
november n.十一月
now adv.现在;目前
nowadays adv.现今;时下
nowhere adv.无处;哪里都不
nuclear adj.原子核的;核心的
nucleus n.核心;原子核
nuisance n.讨厌的东西;麻烦事
number n.数字;号码 v.编号
numerous adj.众多的;许多的
nurse n.护士 v.护理;哺育
nursery n.托儿所;苗圃
nurture n./v.养育;培育
nut n.坚果;螺母
nutrition n.营养;营养学
oak n.橡树;橡木
oar n.桨;橹
oasis n.绿洲;休息场所
oath n.誓言;宣誓
obedience n.服从;顺从
obedient adj.服从的;顺从的
obeisance n.鞠躬;尊敬
obese adj.肥胖的
obey v.服从;遵守
object n.物体;目标 v.反对
objection n.反对;异议
objective adj.客观的 n.目标
obligation n.责任;义务
oblige v.迫使;赐给
obscure adj.模糊的 v.隐藏
observation n.观察;评论
observe v.观察;注意到
observer n.观察者;观察员
obsess v.使着迷;困扰
obsession n.着迷;固执
obsolete adj.过时的;废弃的
obstacle n.障碍;干扰
obstruct v.阻塞;阻挡
obstruction n.障碍;妨碍
obtain v.获得;得到
obvious adj.明显的;显而易见的
occasion n.场合;时机
occasional adj.偶尔的;临时的
occupation n.职业;占领
occupy v.占领;占据
occur v.发生;出现
occurrence n.发生;出现
ocean n.海洋;大量
o'clock adv.点钟（用于时间）
October n.十月
odd adj.奇数的;奇怪的
odds n.不同;可能性
odor n.气味;香味
of prep....的;关于
off adv.离开 prep.从
offend v.冒犯;得罪
offense n.进攻;冒犯
offer v.提供;出价 n.提议
offering n.提供;祭品
office n.办公室;职务
officer n.官员;军官
official adj.官方的;正式的
offset v.抵消;补偿
offspring n.后代;子女
often adv.经常;常常
oil n.油;石油 v.给...加润滑油
ointment n.药膏;油膏
okay adj.好的 adv.行
old adj.老的;旧的
olive n.橄榄;橄榄树
olympic adj.奥林匹克的
omit v.省略;遗漏
on adv.在上 prep.在...之上
once adv.一次;曾经
one num.一;一个
oneself pron.自己;自身
onion n.洋葱;洋葱头
online adj.在线的 adv.在线地
only adj.唯一的 adv.只
onto prep.到...上
onus n.责任;负担
onward adv.向前;前进
open adj.开着的 v.打开
opener n.开罐刀;开瓶器
opening n.开始;空缺
opera n.歌剧;歌剧艺术
operate v.操作;动手术
operation n.操作;手术
operational adj.操作的;运作的
operator n.操作员;接线员
opinion n.意见;看法
opponent n.敌手;对手
opportunity n.机会;时机
oppose v.反对;对抗
opposite adj.对面的 n.对立面
opposition n.反对;敌对
option n.选择;选择权
optional adj.可选择的;随意的
opulent adj.富裕的;丰富的
or conj.或;就是
oracle n.神谕;预言者
oral adj.口头的;口的
orange n.橙子;橙色 adj.橙色的
oration n.演讲;讲话
orchestra n.管弦乐队
ordained adj.命中注定的;神授的
order n.顺序 v.命令
orderly adj.有秩序的;整齐的
ordinance n.条例;法令
ordinary adj.普通的;平凡的
ore n.矿石;矿
organ n.器官;风琴
organic adj.器官的;有机的
organism n.生物体;有机体
organization n.组织;机构
organize v.组织;安排
orient v.定位;定方向
oriental adj.东方的;东方人的
orientation n.方向;定位
origin n.起源;出身
original adj.原始的 n.原件
originality n.创造性;独特性
ornament n.装饰物 v.装饰
orphaned adj.孤儿的;无依无靠的
orthodox adj.正统的;惯常的
other adj.其他的;另外的
otherwise adv.否则;另外
ought modal v.应该;应当
ounce n.盎司;少量
our pron.我们的
ours pron.我们的
ourselves pron.我们自己
out adv.出;在外 prep.从...出来
outcome n.结果;效果
outdoor adj.室外的;户外的
outer adj.外部的;外面的
outfit n.一套装备 v.配备
outing n.外出;远足
outlet n.出口;发泄
outline n.轮廓 v.概述
outlook n.观点;展望
output n.输出;产量 v.输出
outrage n.暴行;愤怒
outright adj.完全的;直率的
outset n.开始;起始
outside adv.在外面 n.外部
outsider n.局外人;外来者
outskirts n.郊区;市郊
outstanding adj.杰出的;突出的
outward adj.向外的 adv.向外
oval adj.椭圆形的 n.椭圆形
oven n.炉;灶
over adv.结束 prep.在...之上
overcoat n.大衣;外套
overcome v.克服;征服
overflow v.溢出;充满
overhead adj.高架的;在头顶上的
overlook v.忽略;俯瞰
overnight adj.通宵的 adv.一夜之间
overpass n.过街天桥 v.走过
overpopulation n.人口过密;过剩
overseas adv.海外 adj.海外的
oversight n.疏忽;管理
overtake v.超过;突然袭击
overthrow v.推翻;废黜
overtime adj.超时的 adv.加班
overturn v.推翻;倾覆
overwhelm v.压倒;使不知所措
overwhelming adj.压倒性的;巨大的
owe v.欠;归功于
owing adj.欠的;未付的
